Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
ASIC Design Engineer,Deloitte,Indeed,Recruiter_B,05-05-2025 00:00,11-05-2025 00:00,21-05-2025 00:00,05-06-2025 00:00,Offered,105418,Washington,Deloitte
Technical Project Manager,Amazon,Indeed,Recruiter_D,05-05-2025 00:00,07-05-2025 00:00,11-05-2025 00:00,07-06-2025 00:00,Interview,69402,New York,Amazon
ASIC Design Engineer,Deloitte,Referral,Recruiter_B,05-05-2025 00:00,12-05-2025 00:00,21-05-2025 00:00,09-06-2025 00:00,Offered,143296,California,Deloitte
Verification Engineer,Accenture,LinkedIn,Recruiter_A,05-05-2025 00:00,15-05-2025 00:00,25-05-2025 00:00,11-06-2025 00:00,Rejected,97380,New York,Accenture
Mechanical Engineer,Amazon,Career Site,Recruiter_A,05-05-2025 00:00,15-05-2025 00:00,17-05-2025 00:00,14-06-2025 00:00,Joined,71719,Washington,Amazon
Mechanical Engineer,Google,LinkedIn,Recruiter_D,05-05-2025 00:00,09-05-2025 00:00,17-05-2025 00:00,14-06-2025 00:00,Offered,113774,Illinois,Google
Verification Engineer,Accenture,Career Site,Recruiter_B,05-05-2025 00:00,12-05-2025 00:00,19-05-2025 00:00,17-06-2025 00:00,Offered,91055,California,Accenture
Technical Project Manager,Deloitte,LinkedIn,Imtyaz,06-05-2025 00:00,15-05-2025 00:00,20-05-2025 00:00,25-05-2025 00:00,Offered,123646,California,Deloitte
Technical Project Manager,Amazon,LinkedIn,Recruiter_B,06-05-2025 00:00,14-05-2025 00:00,20-05-2025 00:00,26-05-2025 00:00,Offered,149622,Illinois,Amazon
Technical Project Manager,Deloitte,LinkedIn,Recruiter_C,06-05-2025 00:00,10-05-2025 00:00,19-05-2025 00:00,26-05-2025 00:00,Offered,138992,Texas,Deloitte
Verification Engineer,Microsoft,Indeed,Recruiter_A,06-05-2025 00:00,07-05-2025 00:00,09-05-2025 00:00,29-05-2025 00:00,Interview,108022,Illinois,Microsoft
Verification Engineer,Deloitte,Indeed,Recruiter_D,06-05-2025 00:00,11-05-2025 00:00,15-05-2025 00:00,30-05-2025 00:00,Interview,62540,Illinois,Deloitte
ASIC Design Engineer,Google,Referral,Recruiter_A,06-05-2025 00:00,09-05-2025 00:00,15-05-2025 00:00,30-05-2025 00:00,Joined,91689,Texas,Google
Verification Engineer,Google,Referral,Imtyaz,06-05-2025 00:00,11-05-2025 00:00,19-05-2025 00:00,04-06-2025 00:00,Interview,129929,New York,Google
Mechanical Engineer,Accenture,LinkedIn,Imtyaz,06-05-2025 00:00,08-05-2025 00:00,17-05-2025 00:00,13-06-2025 00:00,Offered,136287,Texas,Accenture
ASIC Design Engineer,Microsoft,Indeed,Recruiter_C,06-05-2025 00:00,10-05-2025 00:00,16-05-2025 00:00,14-06-2025 00:00,Joined,120724,Texas,Microsoft
Verification Engineer,Accenture,Career Site,Recruiter_A,06-05-2025 00:00,13-05-2025 00:00,19-05-2025 00:00,18-06-2025 00:00,Interview,146714,New York,Accenture
Technical Project Manager,Microsoft,LinkedIn,Recruiter_A,07-05-2025 00:00,17-05-2025 00:00,18-05-2025 00:00,03-06-2025 00:00,Interview,76863,New York,Microsoft
Verification Engineer,Microsoft,Career Site,Recruiter_D,07-05-2025 00:00,15-05-2025 00:00,16-05-2025 00:00,03-06-2025 00:00,Interview,107214,California,Microsoft
Verification Engineer,Accenture,Naukri,Recruiter_C,07-05-2025 00:00,13-05-2025 00:00,17-05-2025 00:00,08-06-2025 00:00,Interview,99337,Washington,Accenture
RTL Design Engineer,Microsoft,Naukri,Imtyaz,08-05-2025 00:00,10-05-2025 00:00,12-05-2025 00:00,21-05-2025 00:00,Offered,66077,Illinois,Microsoft
ASIC Design Engineer,Deloitte,Naukri,Imtyaz,08-05-2025 00:00,17-05-2025 00:00,18-05-2025 00:00,30-05-2025 00:00,Rejected,62711,Texas,Deloitte
Mechanical Engineer,Microsoft,Naukri,Recruiter_C,08-05-2025 00:00,15-05-2025 00:00,25-05-2025 00:00,30-05-2025 00:00,Interview,63682,Washington,Microsoft
ASIC Design Engineer,Accenture,Referral,Imtyaz,08-05-2025 00:00,12-05-2025 00:00,14-05-2025 00:00,30-05-2025 00:00,Interview,138829,Texas,Accenture
RTL Design Engineer,Accenture,LinkedIn,Imtyaz,08-05-2025 00:00,09-05-2025 00:00,15-05-2025 00:00,04-06-2025 00:00,Rejected,122110,Illinois,Accenture
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_B,08-05-2025 00:00,09-05-2025 00:00,18-05-2025 00:00,11-06-2025 00:00,Rejected,65611,California,Amazon
ASIC Design Engineer,Amazon,Naukri,Recruiter_A,08-05-2025 00:00,12-05-2025 00:00,17-05-2025 00:00,14-06-2025 00:00,Joined,87267,New York,Amazon
Technical Project Manager,Accenture,Referral,Recruiter_A,08-05-2025 00:00,10-05-2025 00:00,18-05-2025 00:00,14-06-2025 00:00,Offered,115009,Washington,Accenture
Technical Project Manager,Deloitte,Career Site,Imtyaz,08-05-2025 00:00,15-05-2025 00:00,22-05-2025 00:00,21-06-2025 00:00,Offered,144699,Washington,Deloitte
ASIC Design Engineer,Accenture,Naukri,Recruiter_C,09-05-2025 00:00,15-05-2025 00:00,19-05-2025 00:00,24-05-2025 00:00,Interview,104404,Illinois,Accenture
Technical Project Manager,Accenture,LinkedIn,Recruiter_A,09-05-2025 00:00,15-05-2025 00:00,20-05-2025 00:00,26-05-2025 00:00,Rejected,91423,California,Accenture
ASIC Design Engineer,Deloitte,Naukri,Recruiter_A,09-05-2025 00:00,11-05-2025 00:00,13-05-2025 00:00,29-05-2025 00:00,Rejected,124361,Illinois,Deloitte
Mechanical Engineer,Amazon,Referral,Recruiter_C,09-05-2025 00:00,15-05-2025 00:00,25-05-2025 00:00,04-06-2025 00:00,Rejected,112100,New York,Amazon
Technical Project Manager,Amazon,Referral,Recruiter_C,09-05-2025 00:00,15-05-2025 00:00,23-05-2025 00:00,16-06-2025 00:00,Offered,125202,Washington,Amazon
Technical Project Manager,Amazon,Career Site,Recruiter_B,09-05-2025 00:00,15-05-2025 00:00,24-05-2025 00:00,19-06-2025 00:00,Joined,83799,Illinois,Amazon
Verification Engineer,Amazon,Referral,Recruiter_B,12-05-2025 00:00,15-05-2025 00:00,17-05-2025 00:00,29-05-2025 00:00,Offered,118197,Texas,Amazon
Mechanical Engineer,Microsoft,Referral,Recruiter_C,12-05-2025 00:00,18-05-2025 00:00,20-05-2025 00:00,31-05-2025 00:00,Offered,70950,New York,Microsoft
Technical Project Manager,Amazon,Naukri,Recruiter_C,12-05-2025 00:00,13-05-2025 00:00,17-05-2025 00:00,31-05-2025 00:00,Interview,89037,Illinois,Amazon
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_D,12-05-2025 00:00,15-05-2025 00:00,23-05-2025 00:00,01-06-2025 00:00,Joined,137114,Illinois,Accenture
Technical Project Manager,Amazon,LinkedIn,Imtyaz,12-05-2025 00:00,13-05-2025 00:00,14-05-2025 00:00,02-06-2025 00:00,Interview,119993,Texas,Amazon
RTL Design Engineer,Amazon,Career Site,Recruiter_C,12-05-2025 00:00,14-05-2025 00:00,15-05-2025 00:00,11-06-2025 00:00,Rejected,68922,Texas,Amazon
Mechanical Engineer,Accenture,Referral,Recruiter_C,12-05-2025 00:00,15-05-2025 00:00,18-05-2025 00:00,15-06-2025 00:00,Rejected,138845,California,Accenture
Verification Engineer,Microsoft,Career Site,Imtyaz,12-05-2025 00:00,15-05-2025 00:00,19-05-2025 00:00,16-06-2025 00:00,Interview,85956,Washington,Microsoft
Technical Project Manager,Accenture,Naukri,Recruiter_A,12-05-2025 00:00,17-05-2025 00:00,22-05-2025 00:00,19-06-2025 00:00,Rejected,118953,Washington,Accenture
Verification Engineer,Microsoft,Referral,Recruiter_A,13-05-2025 00:00,14-05-2025 00:00,15-05-2025 00:00,30-05-2025 00:00,Joined,91884,Illinois,Microsoft
Technical Project Manager,Microsoft,Naukri,Recruiter_C,13-05-2025 00:00,14-05-2025 00:00,22-05-2025 00:00,31-05-2025 00:00,Offered,141790,Texas,Microsoft
Mechanical Engineer,Google,Naukri,Recruiter_A,13-05-2025 00:00,18-05-2025 00:00,23-05-2025 00:00,03-06-2025 00:00,Rejected,75409,Illinois,Google
RTL Design Engineer,Accenture,Indeed,Imtyaz,13-05-2025 00:00,17-05-2025 00:00,26-05-2025 00:00,06-06-2025 00:00,Offered,83055,Washington,Accenture
Mechanical Engineer,Google,LinkedIn,Recruiter_B,13-05-2025 00:00,14-05-2025 00:00,23-05-2025 00:00,07-06-2025 00:00,Rejected,127514,Texas,Google
RTL Design Engineer,Amazon,Referral,Recruiter_B,13-05-2025 00:00,22-05-2025 00:00,30-05-2025 00:00,12-06-2025 00:00,Offered,74772,Washington,Amazon
RTL Design Engineer,Microsoft,LinkedIn,Recruiter_B,13-05-2025 00:00,21-05-2025 00:00,24-05-2025 00:00,14-06-2025 00:00,Interview,78412,California,Microsoft
ASIC Design Engineer,Accenture,Naukri,Recruiter_C,13-05-2025 00:00,16-05-2025 00:00,17-05-2025 00:00,16-06-2025 00:00,Joined,64569,New York,Accenture
Verification Engineer,Google,LinkedIn,Imtyaz,13-05-2025 00:00,23-05-2025 00:00,28-05-2025 00:00,21-06-2025 00:00,Interview,147891,New York,Google
Technical Project Manager,Amazon,Indeed,Recruiter_C,13-05-2025 00:00,22-05-2025 00:00,26-05-2025 00:00,24-06-2025 00:00,Offered,113433,Illinois,Amazon
RTL Design Engineer,Google,Career Site,Recruiter_C,14-05-2025 00:00,18-05-2025 00:00,25-05-2025 00:00,03-06-2025 00:00,Rejected,141794,Illinois,Google
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_D,14-05-2025 00:00,20-05-2025 00:00,26-05-2025 00:00,04-06-2025 00:00,Offered,139156,Washington,Accenture
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_D,14-05-2025 00:00,16-05-2025 00:00,17-05-2025 00:00,05-06-2025 00:00,Joined,141948,Illinois,Deloitte
RTL Design Engineer,Google,Indeed,Recruiter_C,14-05-2025 00:00,20-05-2025 00:00,29-05-2025 00:00,07-06-2025 00:00,Interview,149294,Illinois,Google
Technical Project Manager,Microsoft,LinkedIn,Recruiter_A,14-05-2025 00:00,19-05-2025 00:00,26-05-2025 00:00,07-06-2025 00:00,Joined,117481,New York,Microsoft
RTL Design Engineer,Accenture,Career Site,Recruiter_D,14-05-2025 00:00,15-05-2025 00:00,24-05-2025 00:00,09-06-2025 00:00,Interview,112080,New York,Accenture
RTL Design Engineer,Google,Career Site,Recruiter_B,14-05-2025 00:00,24-05-2025 00:00,25-05-2025 00:00,13-06-2025 00:00,Interview,112201,California,Google
Mechanical Engineer,Deloitte,Naukri,Recruiter_B,14-05-2025 00:00,22-05-2025 00:00,24-05-2025 00:00,14-06-2025 00:00,Interview,106271,California,Deloitte
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_D,15-05-2025 00:00,17-05-2025 00:00,18-05-2025 00:00,26-05-2025 00:00,Joined,149848,Washington,Deloitte
RTL Design Engineer,Google,Indeed,Recruiter_D,15-05-2025 00:00,20-05-2025 00:00,29-05-2025 00:00,06-06-2025 00:00,Joined,70072,Texas,Google
Mechanical Engineer,Microsoft,Indeed,Imtyaz,15-05-2025 00:00,16-05-2025 00:00,17-05-2025 00:00,15-06-2025 00:00,Offered,132771,Texas,Microsoft
ASIC Design Engineer,Google,Career Site,Recruiter_C,15-05-2025 00:00,24-05-2025 00:00,03-06-2025 00:00,16-06-2025 00:00,Rejected,87250,Texas,Google
RTL Design Engineer,Deloitte,Naukri,Recruiter_B,15-05-2025 00:00,22-05-2025 00:00,25-05-2025 00:00,17-06-2025 00:00,Joined,65044,Illinois,Deloitte
Technical Project Manager,Deloitte,Career Site,Recruiter_B,15-05-2025 00:00,20-05-2025 00:00,22-05-2025 00:00,21-06-2025 00:00,Interview,81507,Texas,Deloitte
Technical Project Manager,Amazon,Referral,Recruiter_C,15-05-2025 00:00,23-05-2025 00:00,28-05-2025 00:00,22-06-2025 00:00,Rejected,139906,New York,Amazon
Verification Engineer,Amazon,Naukri,Imtyaz,15-05-2025 00:00,21-05-2025 00:00,27-05-2025 00:00,22-06-2025 00:00,Offered,137516,Illinois,Amazon
RTL Design Engineer,Amazon,Career Site,Imtyaz,16-05-2025 00:00,18-05-2025 00:00,21-05-2025 00:00,27-05-2025 00:00,Rejected,75593,Illinois,Amazon
RTL Design Engineer,Amazon,Naukri,Recruiter_A,16-05-2025 00:00,23-05-2025 00:00,28-05-2025 00:00,06-06-2025 00:00,Rejected,60410,New York,Amazon
Technical Project Manager,Microsoft,Career Site,Recruiter_D,16-05-2025 00:00,26-05-2025 00:00,27-05-2025 00:00,11-06-2025 00:00,Offered,136755,California,Microsoft
Technical Project Manager,Deloitte,Career Site,Recruiter_A,16-05-2025 00:00,26-05-2025 00:00,27-05-2025 00:00,11-06-2025 00:00,Interview,128485,New York,Deloitte
Technical Project Manager,Accenture,Referral,Recruiter_C,16-05-2025 00:00,25-05-2025 00:00,27-05-2025 00:00,22-06-2025 00:00,Rejected,104554,New York,Accenture
Mechanical Engineer,Deloitte,Indeed,Recruiter_D,19-05-2025 00:00,27-05-2025 00:00,05-06-2025 00:00,10-06-2025 00:00,Rejected,141671,California,Deloitte
Mechanical Engineer,Google,LinkedIn,Recruiter_A,19-05-2025 00:00,22-05-2025 00:00,24-05-2025 00:00,11-06-2025 00:00,joined,147526,Washington,Google
Mechanical Engineer,Accenture,LinkedIn,Recruiter_D,19-05-2025 00:00,21-05-2025 00:00,25-05-2025 00:00,12-06-2025 00:00,Rejected,149180,Texas,Accenture
Mechanical Engineer,Amazon,LinkedIn,Recruiter_B,19-05-2025 00:00,28-05-2025 00:00,01-06-2025 00:00,15-06-2025 00:00,Joined,64135,Texas,Amazon
RTL Design Engineer,Amazon,Naukri,Recruiter_B,19-05-2025 00:00,25-05-2025 00:00,31-05-2025 00:00,21-06-2025 00:00,Offered,138702,New York,Amazon
Verification Engineer,Deloitte,Indeed,Recruiter_B,19-05-2025 00:00,21-05-2025 00:00,25-05-2025 00:00,24-06-2025 00:00,Joined,71353,,Deloitte
Technical Project Manager,Google,LinkedIn,Recruiter_A,19-05-2025 00:00,22-05-2025 00:00,30-05-2025 00:00,27-06-2025 00:00,Joined,120131,New York,Google
RTL Design Engineer,Deloitte,Referral,Recruiter_C,20-05-2025 00:00,24-05-2025 00:00,28-05-2025 00:00,08-06-2025 00:00,Rejected,101618,Washington,Deloitte
Mechanical Engineer,Amazon,Naukri,Recruiter_D,20-05-2025 00:00,30-05-2025 00:00,02-06-2025 00:00,10-06-2025 00:00,Offered,141163,California,Amazon
ASIC Design Engineer,Deloitte,Referral,Recruiter_C,20-05-2025 00:00,24-05-2025 00:00,02-06-2025 00:00,12-06-2025 00:00,Rejected,70869,California,Deloitte
Verification Engineer,Amazon,Career Site,Recruiter_D,20-05-2025 00:00,26-05-2025 00:00,03-06-2025 00:00,14-06-2025 00:00,Offered,127193,California,Amazon
RTL Design Engineer,Google,Naukri,Recruiter_A,20-05-2025 00:00,25-05-2025 00:00,29-05-2025 00:00,15-06-2025 00:00,Offered,134644,Washington,Google
Mechanical Engineer,Google,LinkedIn,Recruiter_B,20-05-2025 00:00,29-05-2025 00:00,05-06-2025 00:00,22-06-2025 00:00,Rejected,101090,California,Google
Technical Project Manager,Deloitte,Referral,Recruiter_B,20-05-2025 00:00,25-05-2025 00:00,01-06-2025 00:00,26-06-2025 00:00,Joined,67765,Washington,Deloitte
RTL Design Engineer,Amazon,Career Site,Recruiter_D,21-05-2025 00:00,22-05-2025 00:00,30-05-2025 00:00,04-06-2025 00:00,Offered,135851,Texas,Amazon
Mechanical Engineer,Amazon,Referral,Recruiter_C,21-05-2025 00:00,22-05-2025 00:00,26-05-2025 00:00,06-06-2025 00:00,Offered,145553,California,Amazon
Technical Project Manager,Amazon,Career Site,Imtyaz,21-05-2025 00:00,26-05-2025 00:00,01-06-2025 00:00,08-06-2025 00:00,Offered,89952,Texas,Amazon
Mechanical Engineer,Deloitte,LinkedIn,Imtyaz,21-05-2025 00:00,24-05-2025 00:00,02-06-2025 00:00,11-06-2025 00:00,Rejected,92885,New York,Deloitte
ASIC Design Engineer,Accenture,Naukri,Recruiter_B,21-05-2025 00:00,28-05-2025 00:00,29-05-2025 00:00,19-06-2025 00:00,Joined,135809,Texas,Accenture
ASIC Design Engineer,Google,Indeed,Recruiter_C,21-05-2025 00:00,25-05-2025 00:00,02-06-2025 00:00,20-06-2025 00:00,Interview,69352,California,Google
Mechanical Engineer,Amazon,Naukri,Recruiter_C,21-05-2025 00:00,30-05-2025 00:00,06-06-2025 00:00,05-07-2025 00:00,Rejected,143897,Texas,Amazon
RTL Design Engineer,Microsoft,Referral,Imtyaz,22-05-2025 00:00,24-05-2025 00:00,29-05-2025 00:00,07-06-2025 00:00,Offered,86521,California,Microsoft
Verification Engineer,Amazon,Indeed,Recruiter_C,22-05-2025 00:00,31-05-2025 00:00,09-06-2025 00:00,14-06-2025 00:00,Joined,132220,California,Amazon
RTL Design Engineer,Accenture,Naukri,Recruiter_D,22-05-2025 00:00,30-05-2025 00:00,05-06-2025 00:00,17-06-2025 00:00,Offered,135064,Texas,Accenture
Technical Project Manager,Deloitte,LinkedIn,Imtyaz,22-05-2025 00:00,25-05-2025 00:00,31-05-2025 00:00,21-06-2025 00:00,Joined,94747,Illinois,Deloitte
RTL Design Engineer,Amazon,Indeed,Recruiter_A,22-05-2025 00:00,26-05-2025 00:00,02-06-2025 00:00,26-06-2025 00:00,Rejected,86417,New York,Amazon
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_B,22-05-2025 00:00,31-05-2025 00:00,05-06-2025 00:00,30-06-2025 00:00,Rejected,115629,Texas,Deloitte
Technical Project Manager,Microsoft,LinkedIn,Recruiter_B,22-05-2025 00:00,01-06-2025 00:00,08-06-2025 00:00,01-07-2025 00:00,Interview,63468,New York,Microsoft
Technical Project Manager,Deloitte,Indeed,Recruiter_D,23-05-2025 00:00,29-05-2025 00:00,31-05-2025 00:00,10-06-2025 00:00,Interview,148016,Washington,Deloitte
Verification Engineer,Google,Naukri,Recruiter_A,23-05-2025 00:00,28-05-2025 00:00,02-06-2025 00:00,16-06-2025 00:00,Offered,130500,Illinois,Google
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_B,23-05-2025 00:00,31-05-2025 00:00,09-06-2025 00:00,17-06-2025 00:00,Offered,123925,California,Deloitte
RTL Design Engineer,Google,Referral,Imtyaz,23-05-2025 00:00,30-05-2025 00:00,31-05-2025 00:00,19-06-2025 00:00,Offered,106631,California,Google
RTL Design Engineer,Accenture,Naukri,Recruiter_D,27-05-2025 00:00,30-05-2025 00:00,01-06-2025 00:00,07-06-2025 00:00,Rejected,79821,Illinois,Accenture
Technical Project Manager,Deloitte,Career Site,Recruiter_B,27-05-2025 00:00,31-05-2025 00:00,02-06-2025 00:00,08-06-2025 00:00,Rejected,108416,New York,Deloitte
RTL Design Engineer,Deloitte,Career Site,Recruiter_B,27-05-2025 00:00,30-05-2025 00:00,05-06-2025 00:00,11-06-2025 00:00,Joined,128456,Washington,Deloitte
ASIC Design Engineer,Accenture,Referral,Imtyaz,27-05-2025 00:00,02-06-2025 00:00,06-06-2025 00:00,15-06-2025 00:00,Rejected,132122,Illinois,Accenture
ASIC Design Engineer,Microsoft,Referral,Imtyaz,27-05-2025 00:00,31-05-2025 00:00,07-06-2025 00:00,15-06-2025 00:00,Joined,148389,Washington,Microsoft
Verification Engineer,Amazon,Career Site,Imtyaz,27-05-2025 00:00,05-06-2025 00:00,15-06-2025 00:00,26-06-2025 00:00,Joined,92689,Illinois,Amazon
ASIC Design Engineer,Microsoft,Referral,Recruiter_A,27-05-2025 00:00,30-05-2025 00:00,03-06-2025 00:00,29-06-2025 00:00,Interview,144666,Texas,Microsoft
Verification Engineer,Amazon,Indeed,Recruiter_D,27-05-2025 00:00,05-06-2025 00:00,15-06-2025 00:00,04-07-2025 00:00,Rejected,116041,Illinois,Amazon
ASIC Design Engineer,Google,Referral,Recruiter_A,27-05-2025 00:00,03-06-2025 00:00,12-06-2025 00:00,09-07-2025 00:00,Rejected,99523,New York,Google
ASIC Design Engineer,Accenture,Naukri,Recruiter_B,27-05-2025 00:00,02-06-2025 00:00,11-06-2025 00:00,10-07-2025 00:00,Interview,82253,New York,Accenture
Mechanical Engineer,Accenture,LinkedIn,Recruiter_A,28-05-2025 00:00,30-05-2025 00:00,03-06-2025 00:00,21-06-2025 00:00,Joined,60150,New York,Accenture
RTL Design Engineer,Microsoft,Referral,Recruiter_C,28-05-2025 00:00,31-05-2025 00:00,02-06-2025 00:00,02-07-2025 00:00,Offered,109510,Texas,Microsoft
Mechanical Engineer,Accenture,Naukri,Recruiter_A,28-05-2025 00:00,30-05-2025 00:00,04-06-2025 00:00,02-07-2025 00:00,Joined,73113,Washington,Accenture
ASIC Design Engineer,Amazon,Career Site,Imtyaz,28-05-2025 00:00,06-06-2025 00:00,12-06-2025 00:00,06-07-2025 00:00,Offered,117702,Texas,Amazon
ASIC Design Engineer,Google,LinkedIn,Recruiter_A,29-05-2025 00:00,01-06-2025 00:00,07-06-2025 00:00,17-06-2025 00:00,Joined,145347,New York,Google
Verification Engineer,Deloitte,Career Site,Recruiter_A,29-05-2025 00:00,01-06-2025 00:00,11-06-2025 00:00,24-06-2025 00:00,Rejected,76805,California,Deloitte
Technical Project Manager,Amazon,Indeed,Recruiter_B,29-05-2025 00:00,03-06-2025 00:00,04-06-2025 00:00,29-06-2025 00:00,Offered,137827,Illinois,Amazon
Technical Project Manager,Amazon,Referral,Recruiter_A,29-05-2025 00:00,08-06-2025 00:00,17-06-2025 00:00,02-07-2025 00:00,Rejected,146331,Texas,Amazon
Mechanical Engineer,Deloitte,Referral,Recruiter_C,29-05-2025 00:00,05-06-2025 00:00,08-06-2025 00:00,03-07-2025 00:00,Offered,110655,Texas,Deloitte
Verification Engineer,Microsoft,Career Site,Recruiter_D,30-05-2025 00:00,07-06-2025 00:00,14-06-2025 00:00,19-06-2025 00:00,Interview,136530,Texas,Microsoft
Verification Engineer,Deloitte,Naukri,Recruiter_B,30-05-2025 00:00,04-06-2025 00:00,07-06-2025 00:00,19-06-2025 00:00,Joined,134932,Illinois,Deloitte
Technical Project Manager,Microsoft,Indeed,Recruiter_C,30-05-2025 00:00,06-06-2025 00:00,15-06-2025 00:00,20-06-2025 00:00,Rejected,145964,New York,Microsoft
Mechanical Engineer,Amazon,Referral,Recruiter_C,30-05-2025 00:00,08-06-2025 00:00,15-06-2025 00:00,24-06-2025 00:00,Joined,142485,Illinois,Amazon
Technical Project Manager,Deloitte,Indeed,Recruiter_D,30-05-2025 00:00,07-06-2025 00:00,08-06-2025 00:00,25-06-2025 00:00,Interview,106697,California,Deloitte
Verification Engineer,Google,Career Site,Imtyaz,30-05-2025 00:00,03-06-2025 00:00,10-06-2025 00:00,30-06-2025 00:00,Interview,77865,Texas,Google
ASIC Design Engineer,Microsoft,Career Site,Recruiter_C,30-05-2025 00:00,08-06-2025 00:00,09-06-2025 00:00,05-07-2025 00:00,Joined,126494,New York,Microsoft
ASIC Design Engineer,Microsoft,Career Site,Imtyaz,30-05-2025 00:00,03-06-2025 00:00,13-06-2025 00:00,08-07-2025 00:00,Interview,65047,Washington,Microsoft
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_D,30-05-2025 00:00,07-06-2025 00:00,14-06-2025 00:00,13-07-2025 00:00,Rejected,111046,Texas,Amazon
Verification Engineer,Microsoft,Indeed,Imtyaz,02-06-2025 00:00,07-06-2025 00:00,10-06-2025 00:00,22-06-2025 00:00,Offered,101032,Texas,Microsoft
ASIC Design Engineer,Amazon,Naukri,Recruiter_A,02-06-2025 00:00,08-06-2025 00:00,11-06-2025 00:00,26-06-2025 00:00,Joined,77612,Illinois,Amazon
Mechanical Engineer,Google,LinkedIn,Recruiter_B,02-06-2025 00:00,12-06-2025 00:00,18-06-2025 00:00,28-06-2025 00:00,Interview,88323,Illinois,Google
RTL Design Engineer,Microsoft,LinkedIn,Recruiter_A,02-06-2025 00:00,04-06-2025 00:00,12-06-2025 00:00,28-06-2025 00:00,Joined,120147,California,Microsoft
Mechanical Engineer,Deloitte,Career Site,Imtyaz,02-06-2025 00:00,08-06-2025 00:00,14-06-2025 00:00,06-07-2025 00:00,Offered,80731,California,Deloitte
Verification Engineer,Deloitte,Career Site,Recruiter_B,02-06-2025 00:00,10-06-2025 00:00,20-06-2025 00:00,09-07-2025 00:00,Offered,69638,California,Deloitte
RTL Design Engineer,Amazon,Naukri,Recruiter_B,03-06-2025 00:00,05-06-2025 00:00,06-06-2025 00:00,20-06-2025 00:00,Rejected,95838,Washington,Amazon
RTL Design Engineer,Amazon,LinkedIn,Imtyaz,03-06-2025 00:00,05-06-2025 00:00,07-06-2025 00:00,20-06-2025 00:00,Rejected,69162,New York,Amazon
Verification Engineer,Accenture,LinkedIn,Imtyaz,03-06-2025 00:00,04-06-2025 00:00,10-06-2025 00:00,27-06-2025 00:00,Rejected,109395,Washington,Accenture
Mechanical Engineer,Google,Referral,Recruiter_C,03-06-2025 00:00,13-06-2025 00:00,16-06-2025 00:00,29-06-2025 00:00,Rejected,92207,Illinois,Google
Technical Project Manager,Accenture,Referral,Imtyaz,03-06-2025 00:00,05-06-2025 00:00,07-06-2025 00:00,30-06-2025 00:00,Interview,133266,New York,Accenture
Technical Project Manager,Amazon,Career Site,Recruiter_B,03-06-2025 00:00,13-06-2025 00:00,19-06-2025 00:00,02-07-2025 00:00,Joined,109230,California,Amazon
Technical Project Manager,Deloitte,Indeed,Recruiter_D,03-06-2025 00:00,08-06-2025 00:00,10-06-2025 00:00,07-07-2025 00:00,Interview,82432,Texas,Deloitte
RTL Design Engineer,Deloitte,Naukri,Recruiter_C,03-06-2025 00:00,10-06-2025 00:00,20-06-2025 00:00,19-07-2025 00:00,Rejected,95842,Texas,Deloitte
RTL Design Engineer,Amazon,LinkedIn,Recruiter_D,04-06-2025 00:00,08-06-2025 00:00,11-06-2025 00:00,16-06-2025 00:00,Interview,127616,Texas,Amazon
ASIC Design Engineer,Google,Career Site,Recruiter_B,04-06-2025 00:00,12-06-2025 00:00,13-06-2025 00:00,19-06-2025 00:00,Joined,70830,Texas,Google
Technical Project Manager,Google,Referral,Recruiter_D,04-06-2025 00:00,06-06-2025 00:00,08-06-2025 00:00,21-06-2025 00:00,Offered,76417,Texas,Google
Verification Engineer,Google,Indeed,Recruiter_B,04-06-2025 00:00,11-06-2025 00:00,12-06-2025 00:00,24-06-2025 00:00,Interview,98235,Illinois,Google
ASIC Design Engineer,Amazon,Referral,Recruiter_B,04-06-2025 00:00,07-06-2025 00:00,14-06-2025 00:00,28-06-2025 00:00,Offered,73404,Washington,Amazon
Mechanical Engineer,Deloitte,Indeed,Recruiter_D,04-06-2025 00:00,06-06-2025 00:00,11-06-2025 00:00,01-07-2025 00:00,Offered,145426,New York,Deloitte
Technical Project Manager,Deloitte,Naukri,Recruiter_C,04-06-2025 00:00,11-06-2025 00:00,18-06-2025 00:00,09-07-2025 00:00,Joined,125871,Texas,Deloitte
Verification Engineer,Deloitte,Referral,Recruiter_C,04-06-2025 00:00,10-06-2025 00:00,14-06-2025 00:00,10-07-2025 00:00,Offered,118440,New York,Deloitte
Mechanical Engineer,Google,Referral,Recruiter_D,04-06-2025 00:00,13-06-2025 00:00,23-06-2025 00:00,15-07-2025 00:00,Joined,97037,Washington,Google
RTL Design Engineer,Amazon,LinkedIn,Recruiter_D,05-06-2025 00:00,08-06-2025 00:00,10-06-2025 00:00,19-06-2025 00:00,Offered,109925,New York,Amazon
